project;commit;benchmark;params;meanDefault;meanCov;meanCi;meanKld;ciPercentageDefault;ciPercentageCov;ciPercentageCi;ciPercentageKld;effectSizeCov;effectSizeCi;effectSizeKld;wilcoxonCov;wilcoxonCi;wilcoxonKld;ratioLowerCov;ratioUpperCov;ratioLowerCi;ratioUpperCi;ratioLowerKld;ratioUpperKld
jmh-core-benchmarks;;org.openjdk.jmh.benchmarks.BlackholePipelinePayloadBench.test_int;steps=10;3.8542046818726244E-7;3.8745279055811313E-7;3.86658063225293E-7;3.856473942182542E-7;0.018761424827585117;0.04001399726041816;0.025271583229979636;0.018159397281314885;0.1993680648894885;0.18613176563142264;0.007497638369326361;1.2376443778340467E-131;5.597785856839729E-115;0.35854993981781014;0.9990274;1.021574;1.000142;1.006679;0.994914;0.9998117
jmh-core-benchmarks;;org.openjdk.jmh.benchmarks.BlackholeBench.implicit_short;;3.318141814181113E-8;3.27730773077285E-8;3.281746349269627E-8;3.275259999999766E-8;0.032840054991693915;0.0020278566354789813;0.0067722683457626335;0.0018175256737331552;0.3028306731063145;0.29762969295529274;0.31740901;4.680445564059815E-301;7.293190070341527E-291;0.0;0.967903;1.000227;0.9745827;1.001008;0.9640191;0.9996969
jmh-core-benchmarks;;org.openjdk.jmh.benchmarks.BlackholeConsecutiveBench.test_short_4;;5.3434900000000685E-8;5.359800000000059E-8;5.358547564269349E-8;5.3485748574858165E-8;0.023407641762350277;0.02414804776049661;0.025532694214777354;0.024059031345210525;0.0569418;0.04025832749824947;0.005488606472169521;3.0861674346226515E-12;8.217706962183385E-7;0.5014900937073117;1.000822;1.013028;0.992027;1.004521;0.9997985;1.002099
jmh-core-benchmarks;;org.openjdk.jmh.benchmarks.BlackholeConsecutiveBench.test_int_1;;3.578820000000416E-8;3.5664266426647E-8;3.5473947394743145E-8;3.5647300000004266E-8;0.019169186244210178;0.017093374697710786;0.0213857458058237;0.019134067790999944;0.06130876087608761;0.16834949494949494;0.06935511;5.986187997934627E-14;1.912367033676827E-94;1.996113464281999E-17;0.9937791;0.9979821;0.9877474;0.9992285;0.9946162;0.9988375
jmh-core-benchmarks;;org.openjdk.jmh.benchmarks.BlackholeConsecutiveBench.test_int_8;;8.804329999999498E-8;8.810824329731302E-8;8.802170434086229E-8;8.814032806560795E-8;0.010639095370219284;0.013425753983424348;0.014653611542100728;0.01106969076188788;0.032300080032012804;0.034305431086217246;0.00748113215361616;7.639355582658185E-5;2.6547466000700147E-5;0.3595969909410044;0.9947732;1.001489;0.9975714;1.00387;0.9994698;1.000109
jmh-core-benchmarks;;org.openjdk.jmh.benchmarks.BlackholeBench.explicit_float;;3.375645129025387E-8;3.385998599859557E-8;3.39367873574672E-8;3.39671999999956E-8;0.012865015830584376;0.010482921953185663;0.01567572504869018;0.014877013859782287;0.0726668486012434;0.11690457715467878;0.12367515751575157;5.6380029256164845E-19;1.737495827268622E-46;8.016102738141758E-52;1.001711;1.00515;1.005162;1.009248;0.9998234;1.008509
jmh-core-benchmarks;;org.openjdk.jmh.benchmarks.BlackholeConsecutiveBench.test_char_4;;5.511861186118417E-8;5.509159999999875E-8;5.505321064212729E-8;5.499579999999794E-8;0.04501908966153864;0.017324330241970252;0.016290280483793527;0.06357043458427779;0.019957395739573957;0.013798719339827561;0.010241894189418942;0.01451940487227744;0.09106200080813431;0.20973007069772576;0.9761306;1.004693;0.9755449;1.004284;0.9848449;1.013779
jmh-core-benchmarks;;org.openjdk.jmh.benchmarks.CompilerHintsBench.baseI_inline;;2.9406700000001264E-8;2.8508601720345E-8;2.8545309061813425E-8;2.9409440944095892E-8;0.05297811948694164;0.015188544668537307;0.01538675032169622;0.0587243856399615;0.5114757051410282;0.5050601620324064;0.006615813096461161;0.0;0.0;0.41782090203990474;0.9466018;0.9791323;0.947896;0.9814222;1.004186;1.00688
jmh-core-benchmarks;;org.openjdk.jmh.benchmarks.BlackholeConsecutiveBench.test_Array_1;;4.543305983590334E-8;4.5593627892998455E-8;4.582333500250559E-8;4.558137205808874E-8;0.030323199839359032;0.03876683167654576;0.015323916169138816;0.021798895841969795;0.0018761883319752396;0.08767035885026259;0.05826270170638649;0.818374827411454;7.243148880488142E-27;9.895941164891393E-13;1.004549;1.013232;1.002048;1.015548;0.9993784;1.013751
jmh-core-benchmarks;;org.openjdk.jmh.benchmarks.LevelTrialBench.benchmark_setup;;2.946244624462604E-8;2.9303121248500997E-8;2.9464192838569113E-8;2.9462092418485226E-8;0.037860307162631335;0.0321856359059967;0.037248922638133064;0.03721475540754081;0.10817035084861028;0.017947103772189582;0.00645441150642611;4.7513553736119384E-40;0.027960330711437945;0.42929308054380766;0.9989886;1.015488;0.9993468;1.00575;0.9805129;0.9977614
