project;commit;benchmark;params;meanDefault;meanCov;meanCi;meanKld;ciPercentageDefault;ciPercentageCov;ciPercentageCi;ciPercentageKld;effectSizeCov;effectSizeCi;effectSizeKld;wilcoxonCov;wilcoxonCi;wilcoxonKld;ratioLowerCov;ratioUpperCov;ratioLowerCi;ratioUpperCi;ratioLowerKld;ratioUpperKld
rxjava;;io.reactivex.XMapYPerf.obsFlatMapIterable0;times=100000;1.0580149759999742E-4;1.0593939199999678E-4;1.0576930559999465E-4;1.0593620479999646E-4;0.0025462247539546766;0.003753205942072669;0.001923038741572512;0.003674745821427865;0.01613236;0.1292334;0.01985027;0.04818274490079718;2.0137599215053312E-56;0.015053438987691061;1.000467;1.00163;0.9991616;0.9998575;1.000613;1.002039
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1;8.08038411523434E-8;8.352701080431911E-8;8.089582707895327E-8;8.09847817380833E-8;0.12717110334150789;0.15819659002294678;0.13677990648568356;0.12470980958374983;0.2908662915000951;7.007305834300075E-4;0.0017105643795959833;7.760756001994316E-278;0.9316269860306587;0.83411890450891;0.9671718;1.073534;1.009869;1.025162;0.9679823;0.9912301
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observablePlain;count=100;8.022927892789331E-6;8.062008000000087E-6;8.012342834283427E-6;8.116466846684708E-6;0.011372638231435505;0.023758946990811516;0.017907620548641184;0.03214105378900796;0.034602290229022906;0.011680596002394518;0.03422416241624163;2.2583546071287967E-5;0.15258282707214899;2.7726630190381282E-5;1.001848;1.014208;0.9984372;1.004887;1.001965;1.0229
rxjava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=10;2.357876750700281E-6;2.3596860000000035E-6;2.3687936380914305E-6;2.365254827413725E-6;0.037871229427945415;0.04136992847779982;0.052956637777626124;0.031419771769253285;0.02500095038015206;0.0027174018552104245;0.025900656640213675;0.002201605667462106;0.7393261519983421;0.0015167694383085635;0.9972017;1.000106;0.9899359;1.005072;0.9969105;0.9985558
rxjava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=1000000;0.1863557572999934;0.19714250687999418;0.18696883038999332;0.200083868309989;0.017408569754118048;0.11596988263947275;0.036484308405107545;0.12592533232817446;0.04299033;0.07046942;0.20722718;1.4012298999318033E-7;6.108952609646585E-18;4.257274004876598E-142;1.009914;1.114623;0.9927284;1.01142;1.010671;1.130394
rxjava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observablePlain;count=1;5.234716943388509E-8;5.264625237666147E-8;5.258881216851611E-8;5.2538307461189547E-8;0.03473326793760514;0.037959268403070734;0.02993208372248262;0.038619045870533324;0.014733648220687868;0.014110127139007307;0.031405554175848234;0.07122428803535409;0.08404230226536358;1.206787766753034E-4;1.004724;1.00905;1.003478;1.007533;1.002829;1.007155
rxjava;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=1;2.841754350870146E-7;2.832078246948159E-7;2.8446283885165247E-7;2.872440976390537E-7;0.014702541026216447;0.013358949108244056;0.025152842234616137;0.03917403260075575;0.026358823896057978;0.10174559669361101;0.0016389085151771335;0.0012485219324005373;1.2434835083471577E-35;0.840957188114583;0.9981843;0.9997629;1.002858;1.013259;1.004996;1.028824
rxjava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableConvert;count=1;1.2151835550665417E-7;1.2325275165099236E-7;1.216824094456697E-7;1.234985495648714E-7;0.03909681664884431;0.0551187355404383;0.026438345584187384;0.049213646849326186;0.06470460249541743;0.0010439593755252852;0.010482708681765278;2.324424092547938E-15;0.8982863420402991;0.19926806075094894;1.002478;1.019947;0.9958278;1.009799;1.013124;1.027492
rxjava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=100000;0.01868813448899994;0.018665223514999885;0.018612079880999506;0.018784475669999873;0.020499562148910126;0.012056861069667354;0.015402345166619707;0.023465527241381262;0.0162579;0.07416309;0.0069113;0.046466796341083486;1.0575924536260952E-19;0.3973091375800034;0.9992;1.007237;0.995417;1.004987;1.001818;1.006291
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableConvert;count=1000000;0.1245953494700095;0.1338885362500027;0.12467500321001074;0.13038756229999895;0.00823512616553348;0.12282896635511392;0.03217569234443732;0.10239020841070848;0.2203003;0.0578738;0.12206919;2.5039581290750786E-160;1.3617530323613705E-12;1.5577796638568323E-50;1.018057;1.142766;0.9900297;1.014037;1.004804;1.104046
